id,name,tel,district,address,longitude,latitude
614,联华超市(玉麦店),13818231975,嘉定区,黄渡镇玉麦路528号,121.21149299999999,31.278024
615,联华超市(春归店),021-69597363,嘉定区,黄渡镇春归路258号-A15-16,121.24596799999999,31.285867
616,联华超市(万祥路店),021-58042172,浦东新区,万祥镇,121.81553400000001,30.973008
617,联华超市(何家湾路),,宝山区,何家湾路16附近,121.49434,31.329596000000002
618,联华超市(芯杰店),021-56466663,宝山区,淞发路63-65号底层,121.496734,31.343895
619,联华超市(松中山店),021-37830154,松江区,中山东路116号1-4,121.25033,31.007381
620,联华超市(三泉路),021-56423078,闸北区,三泉路871,121.44039099999999,31.317046
621,联华超市(庙前街店),,松江区,庙前街8号,121.23384399999999,31.004927000000002
622,联华超市(华骥店),021-61219463,青浦区,青浦镇青湖路773号,121.136622,31.145391999999998
623,联华超市(六墩中心路),,奉贤区,六墩村轿行146,121.46484,30.897526
624,联华超市(闸殷路),,杨浦区,闸殷路72-1,121.52896299999999,31.335741
625,联华超市(康沈公路),,浦东新区,康沈路501,121.572277,31.137515999999998
626,联华超市(汤巷馨二期东南),021-68070496,浦东新区,环桥路1480,121.60294499999999,31.141596000000003
627,联华超市(来发店),021-66401318,宝山区,真华路1159,121.41093400000001,31.278864000000002
628,联华超市(梧桐城邦南),021-66620307,宝山区,真华路1770,121.411918,31.288158000000003
629,联华超市(江桦路),021-33882708,闵行区,浦申路1889-1,121.496375,31.104529
630,联华超市(田林五、六、七村北),021-33687198,徐汇区,田林十村43,121.41993899999999,31.173621
631,联华超市(宝馨店),021-36316708,宝山区,水产西路487号,121.422471,31.358569
632,联华超市(富泉店),021-36355300,普陀区,万里街道富平路275号,121.417157,31.263439
633,联华超市(中鼎豪园西南),021-52850506,普陀区,清涧路58,121.389072,31.262683000000003
634,联华超市(施湾店),,浦东新区,川沙机场镇施宏路355号,121.75785400000001,31.151469
635,联华超市(胡曹路),,松江区,新浜镇,121.06815300000001,30.933455
636,联华超市(莘砖公路),,松江区,莘砖公路附近,121.321008,31.091665000000003
637,联华超市(南苑店),021-39160014,嘉定区,沪宜公路3181,121.255874,31.371565000000004
638,联华超市(祁北路),,宝山区,祁北东路103号,121.35355200000001,31.42349
639,联华超市(南桥运河北路),021-57420631,奉贤区,南桥运河北路385,121.464008,30.924501
640,联华超市(莱阳店),021-68610131,浦东新区,莱阳路618,121.58369099999999,31.277546
641,联华超市(谢冰店),021-39539703,嘉定区,嘉怡路310-312号1层,121.348244,31.264523999999998
642,联华超市(海宁路店),,虹口区,海宁路475号,121.4838,31.249442
643,联华超市(永清店),021-66650346,宝山区,双城路204,121.499404,31.392947999999997
644,联华便利(丹徒店),,虹口区,东长治路830号(丹徒路东长治路),121.503905,31.252481
645,联华超市(大泥公路店),,浦东新区,大团镇海潮村507号1层(近大泥公路),121.76193799999999,30.955269
646,联华超市(铭诚店),18916615819,浦东新区,东建路222号,121.532908,31.202030999999998
647,联华超市(潘圆公路),021-56853128,崇明县,长兴乡潘园路108号1层,121.69086000000001,31.389640000000004
648,联华超市(临汾路),021-56886833,闸北区,临汾路112号,121.46528400000001,31.310926000000002
649,联华超市(新沪松店),,松江区,沪松公路1510号108室,121.314628,31.136526
650,联华超市(新凯店),,松江区,泗泾镇新家园路251弄2,121.23513999999999,31.107678000000003
651,联华超市(祝桥东港花苑三村西),021-58106141,浦东新区,祝城路81-2,121.762821,31.109329
652,联华超市(长宁路店),,长宁区,长宁路1952号,121.40201499999999,31.218853000000003
653,联华超市(九久青年城二期东南),,松江区,沪亭南路880号6幢-3,121.3255,31.133078
654,联华超市(新宣桥店),021-38180006,浦东新区,宣桥镇南宣公路285号,121.69953999999998,31.015520000000002
655,联华超市(建设店),021-34020048,闵行区,兰坪路81号,121.421549,31.000494
656,联华超市(松兰店),021-36046651,宝山区,杨行镇松兰路1168号,121.442761,31.385027
657,联华超市(阜临店),021-65112188,杨浦区,武东路42,121.49940900000001,31.301847
658,联华超市(升扬店),,青浦区,白鹤镇外青松公路2936号,121.13939599999999,31.255854
659,联华超市(宝峰店),021-33797117,宝山区,铁峰路1998号,121.454252,31.395984000000002
660,联华超市(华建一街坊西南),021-64964284,闵行区,老沪闵路1297,121.43862800000001,31.119335999999997
661,联华超市(书院镇店),,浦东新区,老芦公路785号,121.86743999999999,30.981498
662,联华超市(奕民店),021-69760337,青浦区,盈港东路1519,121.277019,31.173788000000002
663,联华超市(贞溪二村西北),,青浦区,松蒸路4457,121.077422,30.985008
664,联华超市(盘古路),021-56783038,宝山区,宝城一村39号104室,121.48923899999998,31.409722
665,联华超市(营口店),,杨浦区,营口路6号,121.53582800000001,31.285822999999997
666,上海市宝山区云功综合商店,021-56167536,宝山区,塘后路381号海江公寓门口,121.504434,31.398008
667,联华超市(申通公寓东南),021-33810117,杨浦区,长阳路1326,121.529095,31.266797999999998
668,联华超市(汲浜公路),021-69448258,崇明县,中兴镇,121.758095,31.523871000000003
669,联华超市,,浦东新区,晨阳路117-153号,121.75141,31.176209999999998
670,联华超市(横川店),021-58133522,浦东新区,康桥镇川周公路2691号-5,121.624779,31.144326
671,联华超市,,浦东新区,江晖路418,121.739332,31.17217
672,联华超市(富民店),021-39421019,崇明县,大新镇富民街3号,121.39651,31.61965
673,联华超市(东波路),021-68466507,浦东新区,东波路490、494、498,121.587097,31.283546
674,联华超市(建中路),17601388590,浦东新区,老港镇建中路289号,121.840856,31.034915
675,联华超市(浦江社区卫生服务中心鲁汇分中心西南),,闵行区,闸航路2621,121.533955,31.019389
676,联华超市(共富店),021-36190376,宝山区,联泰路327号,121.42786299999999,31.350282
677,联华超市(昆冈店),021-57764388,松江区,小昆山镇清河街48-52号,121.137394,31.035889
678,联华超市(三林店),021-50826800,浦东新区,济阳路1875号,121.49139299999999,31.138468
679,联华超市(恒大店),021-38790014,浦东新区,西营南路15号,121.485948,31.161069
680,上南联华(周康),,浦东新区,上南路6572号,121.55148500000001,31.118972999999997
681,联华超市(松隐中心路),021-57380878,金山区,松溪路180号,121.23905500000001,30.893815999999998
682,联华超市(春申路),,闵行区,春申路1715弄,121.40816799999999,31.107840999999997
683,联华超市(浦三路店),021-50852749,浦东新区,永泰路1988号三林永泰菜市场2层,121.54220600000001,31.145939000000002
684,联华超市(杨园店),021-38850022,浦东新区,高东镇赵高路1205号,121.63435,31.30565
685,联华超市(鑫标店),,闵行区,华漕镇北翟路2000弄180号底层A、B室,121.33056,31.2268
686,联华超市(见面缘店),,松江区,中山二路289号,121.226045,31.009778999999998
687,莲花超市(方家窑店),,青浦区,赵巷镇沪青平公路2772号,121.23338999999999,31.153387
688,联华超市(浦东新区高东镇金光村村民委员会东北),021-68483943,浦东新区,赵高公路1728号,121.640459,31.296802000000003
689,联华超市(金葵路),,浦东新区,金葵路1057,121.63010700000001,31.239441999999997
690,联华超市(五星),021-58039067,浦东新区,宣桥三灶社区三灶村525号,121.711201,31.06822
691,联华超市(沪杭店),021-57154770,奉贤区,西渡镇沪杭公路76号,121.430328,30.993614
692,联华超市(包头店),021-65060908,杨浦区,市光路1061-1063,121.535028,31.321703000000003
693,联华超市(九新店),,松江区,九新公路1788-5号,121.316239,31.081231
694,联华超市(长海医院北),021-65578791,杨浦区,长海路140号,121.528054,31.309528999999998
695,联华超市,,奉贤区,泽丰路98,121.489175,30.929555999999998
696,联华超市(浦东大道),021-58333020,浦东新区,浦东大道2690-2,121.57001699999999,31.265532
697,联华超市(宝通店),,宝山区,罗泾镇萧月路168号,121.32823,31.488006
698,联华超市(东波苑店),021-50691118,浦东新区,外高桥保税区东波路79号,121.57748000000001,31.284369
699,联华天猫,021-58142599,浦东新区,航头镇下沙西街19号,121.588907,31.050686
700,联华超市(香花店),021-39718522,青浦区,北青公路9146号,121.13606000000001,31.18665
701,联华超市(千新公路),,松江区,千新公路1205,121.172721,31.104314000000002
702,联华超市(傲铺店),,浦东新区,航梅路526弄-78支弄-163号,121.582748,31.022156
703,联华超市(劳动路),021-59940915,嘉定区,劳动路654号,121.323117,31.444203
704,联华超市(中江路店),021-52650805,普陀区,中江路1059号(近739梅川新村站),121.392377,31.238042999999998
705,联华超市(博山店),13248305242,浦东新区,博山路158号,121.55495800000001,31.244525
706,联华超市(二路店),,浦东新区,杨孙宅一路1号41号,121.635479,31.331516999999998
707,联华超市(华亭店),021-59972763,嘉定区,华亭镇浏翔公路7102号,121.28372900000001,31.468090000000004
708,联华超市(宝山路店),021-36535869,静安区,宝山路390号,121.47702,31.25627
709,联华超市(虹梅南路店),021-64531311,闵行区,梅陇镇虹梅南路27号,121.412897,31.138347999999997
710,联华超市(周祝店),021-68119763,浦东新区,周浦镇周祝公路211号1层,121.60570700000001,31.102766
711,联华超市(新建西路店),021-67100565,奉贤区,新建西路433、437号,121.44589199999999,30.914357
712,联华超市(崧秀路),021-27739650,青浦区,香花桥街道青山小区崧秀路205-2号,121.17585600000001,31.152635999999998
713,联华超市(吴杨东店),021-39530326,嘉定区,吴杨东路333弄343号,121.30276299999998,31.270598
714,联华超市(顺发店),021-66769228,宝山区,杨鑫路314号,121.441892,31.36826
715,联华超市(江协店),,闵行区,江协路45号,121.535734,31.054592
716,联华超市(青暮路店),,浦东新区,川沙镇青厦路200弄3号101室,121.684229,31.196908
717,联华超市,021-57841900,松江区,塔汇路367,121.179069,30.970795000000003
718,联华超市(标树店),021-54158832,闵行区,汇文路314号,121.54125,31.062609000000002
719,联华超市(华东师大闵行区校医院北),,闵行区,剑川路399号华师大本科学生公寓,121.448826,31.034841999999998
720,联华超市(彭赵店),021-59902369,嘉定区,马陆镇彭赵村丰登路1551弄8号,121.276326,31.350352
721,联华超市(纪翟路店),13701718758,闵行区,北翟支路与纪翟路交叉口东南150米,121.29768100000001,31.205216999999998
722,联华超市(共泉路店),021-56485773,宝山区,共泉路70号,121.441309,31.327634000000003
723,联华超市(鹤长路店),,闵行区,先新路附近,121.561687,31.043120000000002
724,联华超市(卫生科路),,宝山区,卫生科路68附近,121.485796,31.343068
725,联华超市(广富林路),,松江区,广富林路1214-1216,121.194478,31.056688
726,联华超市(白渡路店),021-33302138,黄浦区,白渡路303号,121.499421,31.220002
727,联华超市(星富街),021-54865591,闵行区,漕宝路2122-10号,121.36157800000001,31.157445000000003
728,联华超市(黄路店),021-38270003,浦东新区,南汇黄路镇振欣路139号,121.777813,31.024965
729,联华超市(仓库宅店),021-66022068,宝山区,沪太公路5785号1层,121.369212,31.372269
730,联华超市(丰华公路店),,嘉定区,幸福村212号附近,121.335784,31.243938
731,联华超市(练塘店),021-39241512,青浦区,练北新村23号,121.04310500000001,31.009678000000005
732,联华超市(盐仓店),021-38090067,浦东新区,盐仓镇商住楼8号,121.544379,31.221517
733,联华超市(景福路店),021-54630240,闵行区,景福路135号,121.41001000000001,31.121436
734,联华超市(百平店),,闸北区,高平路811号101,121.427549,31.291357
735,联华超市(小区环路),,浦东新区,古棕路四三八弄5,121.913821,30.881035999999998
736,联华超市(惠亚店),021-69171896,嘉定区,南翔镇惠亚路611号,121.288255,31.310781
737,联华超市(盛苑路),021-50859264,浦东新区,盛苑路596,121.527207,31.159678000000003
738,联华超市(杰欣店),,宝山区,松兰路242-246号,121.449428,31.370323
739,联华超市(仓丰店),,松江区,仓丰路993-1,121.19203999999999,31.010096
740,联华超市(顾高店),021-58633177,浦东新区,高东镇顾高公路1999号,121.652576,31.30058
741,联华超市(浦益店),021-33920922,浦东新区,张江镇益江路513-523号,121.627674,31.196378000000003
742,联华超市(赵中店),021-59212108,青浦区,新赵路57号,121.085668,31.256006
743,联华超市(菊联店),021-36312506,宝山区,菊联路213号,121.36401200000002,31.346965
744,联华超市,021-50795100,浦东新区,长岛路740,121.586206,31.260296999999998
745,联华超市(丰康店),15801801829,崇明区,长兴镇丰康路71号,121.700891,31.393620000000002
746,联华超市(陆行路),,浦东新区,陆行路附近,121.718056,31.005783
747,联华超市(亦园店),021-58039336,浦东新区,下盐路3919,121.713623,31.069308000000003
748,联华超市(永中山店),021-32250761,普陀区,中山北路2605弄43号,121.421504,31.243837
749,联华超市(建荣店),021-54136307,闵行区,水清路10201层,121.377948,31.121585999999997
750,联华超市(淞兴西路),021-56840277,宝山区,吴淞街道淞兴西路43号1层,121.49238400000002,31.369969
751,联华超市(中心路店),021-57647349,松江区,新南街350弄69,121.315071,31.062803999999996
752,新联华超市(新建东路),021-67184540,奉贤区,新建东路390-392号,121.47278899999999,30.920396000000004
753,联华超市(新申花城茉莉苑东南),021-54388093,闵行区,春申路2778,121.40061399999999,31.105938000000002
754,联华超市(戬浜店),021-59516157,嘉定区,大治路447号,121.299015,31.376306
755,联华超市(航南路),021-64207191,闵行区,航华一村一街坊95号,121.35633200000001,31.178390999999998
756,联华超市(中佳店),,嘉定区,南翔镇中佳路32号1层,121.320927,31.29634
757,联华超市(新源店),021-69571067,嘉定区,新源路931-1号,121.153007,31.300993
758,联华超市(申浦店),,宝山区,申浦路271、275,121.41311699999999,31.424967
759,联华超市(栖山店),021-68610434,浦东新区,栖山路1691-1701,121.56716000000002,31.258540000000004
760,联华超市(九泾路),021-37633480,松江区,九泾路744弄690-692号,121.293132,31.140292
761,联华超市(寅青路),021-67697954,松江区,寅青路483-485号,121.286185,31.141516999999997
762,联华超市(梅陇店),021-54630153,徐汇区,梅陇路419号(凌云路梅陇路),121.41893999999999,31.13803
763,联华超市(北青店),021-39763066,青浦区,北青公路4604号,121.23229099999999,31.196481
764,联华超市(长岛店),021-66205924,宝山区,呼玛路611号,121.446945,31.338928000000003
765,联华超市(学前店),13482337358,黄浦区,中华路1009号,121.490278,31.214710999999998
766,联华超市(株洲路),,虹口区,株洲路268-1,121.46531599999999,31.276909999999997
767,联华超市(谈中路),021-64119688,闵行区,谈中路87,121.53326399999999,31.065944000000002
768,联华超市(宛平南路),,徐汇区,宛平南路260-4附近,121.45018700000001,31.185895000000002
769,联华超市(盛桥店),021-66683331,宝山区,盛桥一村43号,121.40438300000001,31.451894
770,联华超市(金谊河畔东),021-50104058,浦东新区,永泰路623,121.516939,31.139801000000002
771,联华超市(亦诺店),021-67840622,松江区,九亭镇涞坊路35号1层,121.324207,31.156132
772,联华超市(港西店),021-59671231,崇明县,港西南盘效镇5号,121.207213,31.786554
773,联华超市(康右福店),021-57138262,奉贤区,洪南路188号,121.69291899999999,30.927202
774,联华超市(浦东软件园陆家嘴分园2号楼西),021-50896556,浦东新区,峨山路91弄98号,121.5319,31.21733
775,联华超市(丰镇路店),,虹口区,丰镇路126号(近华严路),121.47431399999999,31.304555999999998
776,联华超市(裕丰店),021-39120023,嘉定区,裕丰路258,121.30684,31.297659999999997
777,联华超市(月丰店),021-33936429,浦东新区,三林镇陈行公路99弄1号,121.525985,31.124540000000003
778,联华超市(上房金丰苑东南),021-50388383,浦东新区,浦东大道2571,121.56286100000001,31.259911
779,联华超市(南期昌路店),021-67700561,松江区,南期昌路482-488号,121.225724,31.02448
780,联华超市(东余杭店)(装修中),18302196998,虹口区,余杭路216号1层,121.49278100000001,31.251545
781,联华超市(慈云街),021-64680277,徐汇区,天钥桥路380弄60-3,121.43956999999999,31.187659999999997
782,联华超市,021-57568857,奉贤区,青村镇南奉公路2688号,121.584244,30.923939
783,联华超市(杨南路),021-68520080,浦东新区,杨南路562,121.49766299999999,31.150402000000003
784,联华超市(漠河路),021-66792890,宝山区,漠河路312,121.472371,31.407628999999996
785,联华超市(宝良店),021-36045443,宝山区,友谊路2758,121.43512,31.38512
786,联华超市(长江南路),021-36140142,宝山区,长江南路108号(近地铁3号站),121.487246,31.333139000000003
787,联华超市(尚旺店),,宝山区,共康路753号-757号底层,121.43048,31.321759000000004
788,联华超市(虹桥路),,长宁区,虹桥路1023,121.413528,31.196556
789,联华超市(柏树店),021-55510132,虹口区,吴家湾路22号楼上吴家湾路52弄7号旁,121.486356,31.291938000000002
790,联华超市(江湾店),021-55511479,虹口区,新市北路1523,121.4814,31.3064
791,联华超市(祥亨店),021-39170618,嘉定区,翔江公路1258号,121.27700300000001,31.289619000000002
792,联华超市(鹤霞路),021-52836283,嘉定区,鹤霞路610号,121.30843899999999,31.244866
793,联华超市(万源店),021-34130044,闵行区,万源路916号万源城乐斯生活会馆C栋1层,121.39453200000001,31.148777000000003
794,联华超市(海新店),021-51374828,闵行区,苏召路1601号第6幢底楼6-20号,121.53596399999999,31.100872
795,联华超市(沧源店),021-34020192,闵行区,沧源路762、764、766、770号,121.42861,31.014229999999998
796,联华超市(剑龙店),021-54872928,闵行区,剑川路55号101-106室,121.473877,31.043160999999998
797,联华超市(南门店),021-38000215,浦东新区,惠南镇,121.749346,31.047971999999998
798,联华超市(六团店),021-38931343,浦东新区,川六公路1921号,121.72978,31.15533
799,联华超市(泥城店),021-38070000,浦东新区,泥城路102-106,121.808264,30.896427000000003
800,联华超市(芳华店),021-50610215,浦东新区,芳华路451-453,121.56888500000001,31.197025
801,联华超市(多彩人生俱乐部西北),,浦东新区,沪南路3468弄1支弄13,121.56621899999999,31.114372999999997
802,联华超市(白龙港店),021-58978849,浦东新区,合庆镇凌白路1135号,121.743377,31.233003999999998
803,联华超市(周浦店),021-38110656,浦东新区,康沈路1551,121.57575600000001,31.1178
804,联华超市(北中路),,浦东新区,北蔡镇北蔡新大街33号底层,121.55775600000001,31.183978999999997
805,联华超市(耀华路),021-50565669,浦东新区,耀华路414弄5-1,121.485548,31.173299
806,联华超市(同普路),021-52706460,普陀区,同普路1437,121.364575,31.234294000000002
807,联华超市(桂巷店),021-32020148,普陀区,杨柳青路331-1、335、339,121.39895800000001,31.244290000000003
808,联华超市(华联路),,普陀区,华联路28号底层F02号房,121.34389499999999,31.280378999999996
809,联华超市(我格广场),021-32520264,普陀区,武宁路101号B1层B1-36,121.42362299999999,31.237705
810,联华超市(宏启店),021-52781056,普陀区,桃浦路1155号101-103室,121.380082,31.260915
811,联华超市(古浪店),021-62842881,普陀区,古浪路415弄1号,121.38532099999999,31.282928000000002
812,联华超市(城区店),021-39200033,青浦区,盈港路782号,121.10698899999998,31.161176
813,联华超市(康鞍店),021-33862240,青浦区,公园东路1688弄24号1层,121.133817,31.155301
814,联华超市(旭乐店),18018642927,青浦区,胜利路225,121.104426,31.157643
815,联华超市(沈巷店),021-39205523,青浦区,沈砖公路478-480,121.056261,31.076419
816,联华超市(五厍镇),021-57872606,松江区,五库镇,121.140203,30.939321000000003
817,联华超市(新育店),021-57640631,松江区,新育路394,121.32089199999999,31.063585999999997
818,联华超市(古楼路),021-37789813,松江区,古楼公路366-368,121.237738,31.104371999999998
819,联华超市(芝园店),021-57706243,松江区,谷阳北路902号,121.235279,31.023414000000002
820,联华超市(松汇店),021-57822528,松江区,松汇中路963,121.22495,31.003477
821,联华超市,021-54910402,徐汇区,龙华路2518弄盛大花园(盛大美容中心楼下),121.45441100000001,31.177849
822,联华超市(漕东店),021-54590451,徐汇区,漕东路18,121.4393,31.173609999999996
823,联华超市(茶陵店),021-64166864,徐汇区,茶陵路216-1,121.46628500000001,31.197729
824,联华超市(凯翔店),021-64081098,徐汇区,漕东支路1之5-7,121.43822800000001,31.169803
825,联华超市(田林店),021-54640451,徐汇区,田林路2号2楼,121.423382,31.171934000000004
826,联华超市(龙瑞路店),021-33682654,徐汇区,龙瑞路68-72号,121.453332,31.139767
827,联华超市(国定店),021-55520204,杨浦区,国定支路28,121.505283,31.305269
828,联华超市(普善店),021-56552110,闸北区,普善路65,121.457978,31.254541999999997
829,联华超市(沪泰店),021-66610042,闸北区,柳营路1035,121.450167,31.260991999999998
830,联华超市(大宁店),021-36033297,闸北区,大宁路254-262,121.44906399999999,31.273477000000003
831,联华超市(心妍店),021-52120839,闸北区,长安路832号,121.453599,31.241953000000002
832,联华超市(富民店),,崇明区,横沙乡富民沙路3201弄,121.835102,31.358268
833,联华超市(吴店路店),021-58591507,浦东新区,吴店路383号,121.721851,31.145653999999997
834,联华超市(民雪路),021-50211828,浦东新区,民雪路108,121.65808,31.275238
835,联华超市(民耀店),021-50213267,浦东新区,民同路276弄63号,121.653472,31.271195000000002
836,联华超市(丰华公路),021-69117226,嘉定区,丰华路777,121.338788,31.24138
837,联华超市(莲安东路店),021-68922085,浦东新区,莲安东路346-352号1层,121.56268999999999,31.180903999999998
838,联华超市(标树店),021-54158832,闵行区,汇文路314号,121.54125,31.062609000000002
839,联华超市(莲花店),021-56413417,闵行区,莲花路241,121.40142,31.138990000000003
840,联华超市(万荣小区东南),021-56658811,闸北区,灵石路733弄31,121.439545,31.284053000000004
841,联华超市(灵石路),021-66308177,闸北区,灵石路697号乙,121.446322,31.283478999999996
842,联华超市(重固店),021-59780136,青浦区,重固镇福泉山路554号,121.18008,31.200281
843,联华超市(罗升店),021-56391685,宝山区,罗升路328号,121.34118400000001,31.410815999999997
844,联华超市(横沙乡店),021-66720010,崇明区,横沙新民镇丰乐路2593号,121.84053899999999,31.338440000000002
845,联华超市(安宁路店),,闵行区,安宁路100号(安宁路东川路),121.41694,31.01207
846,联华超市(新浦路),021-68746237,浦东新区,新浦路626,121.52916599999999,31.169495
847,联华超市(九干公路店),,松江区,泗泾镇九干路1168号,121.27321,31.131565000000002
848,联华超市,021-38065011,浦东新区,万和路126号,121.815852,30.967785
849,联华超市(涞亭南路店),021-67620142,松江区,九亭镇涞亭南路888弄91号,121.34241100000001,31.123748
850,联华超市(中山北路店),021-32250761,普陀区,中山北路3712号9号,121.410853,31.227428999999997
851,联华超市(爱家店),021-38763661,浦东新区,东建路528,121.53720600000001,31.19998
852,联华超市(永汇店),021-66773234,普陀区,白丽路3号,121.35381799999999,31.278698
853,联华超市(古北新城店),021-64012794,闵行区,吴中路625,121.398918,31.182276
854,联华超市(原平店),021-66621414,闸北区,原平路787,121.43144699999999,31.292602000000002
855,联华超市(建设公路店),021-59332453,浦东新区,建设镇建设公路1338号,121.45447,31.659809999999997
856,联华超市(西康店),021-62676126,静安区,西康路512,121.447671,31.234007000000002
857,联华超市(北园店),021-68640014,浦东新区,北园路270-286号,121.525578,31.203649
858,联华超市(银山路店),021-50139301,浦东新区,银山路179,121.57983300000001,31.243789000000003
859,联华超市(志丹店),021-66770089,普陀区,志丹路359-1,121.43033,31.268476
860,联华超市(白鹤店),021-39205120,青浦区,青松公路2723弄8-10号,121.11895600000001,31.135944
861,联华超市(增惠店),021-57757182,松江区,新松江路1292弄137号1层,121.210572,31.040684999999996
862,联华超市(新松江路店),,松江区,新松江路267-269号,121.23333799999999,31.038532
863,联华超市(长春苑西南店),,徐汇区,钦州北路164-168号,121.42161200000001,31.180402
864,联华超市(沪闵店),021-34280048,徐汇区,老沪闵路605-1号,121.42815300000001,31.146728000000003
865,联华超市(安图路),,杨浦区,安图路176-3,121.539805,31.293771999999997
866,联华超市(于华店),021-58187355,浦东新区,听潮南路69号,121.741836,31.037553999999997
867,联华超市(明兴路),021-33735530,松江区,新桥镇明中路881弄-2号101-103、108、109,121.34338000000001,31.077840000000002
868,联华超市(上海市浦东新区房产测绘中心西北),021-50723747,浦东新区,高科西路2111弄159-162号,121.53579599999999,31.188091999999997
869,联华超市(虹星路),021-58581384,浦东新区,虹星路,121.66295900000001,31.251734000000003
870,联华超市(曹行店),021-64978061,闵行区,曹建路502号2幢,121.436874,31.091618
871,联华超市(远洋店),021-54581363,闵行区,吴中路978,121.38906999999999,31.178138
872,联华超市(钦州南路店),021-64709451,徐汇区,钦州南路38号甲,121.42633300000001,31.160460999999998
873,联华超市(桂林店),021-34140069,徐汇区,冠生园路232,121.426572,31.163414000000003
874,联华超市(新泾家苑西北),021-32260915,长宁区,仙霞西路925号,121.34847099999999,31.209708000000003
875,联华超市(浦东路),021-57138189,奉贤区,浦东路8号,121.68468,30.924852
876,联华超市(川南奉公路),,奉贤区,川南奉公路9188,121.67455600000001,30.922644000000002
877,联华超市(龚新路),021-38923287,浦东新区,龚路镇龚新路351号,121.68236100000001,31.260076
878,联华超市(龚华路),021-54573256,浦东新区,龚华路288,121.685652,31.262482000000002
879,联华超市(莘松路),021-67692625,松江区,莘松公路1478号,121.338642,31.093071000000002
880,联华超市(浦连路),021-64119688,闵行区,浦连路132-136,121.532749,31.050758000000002
881,联华超市(孙桥路),021-58577813,浦东新区,孙桥路293号,121.630978,31.180853999999997
882,联华超市(忠兴店),021-56370068,闸北区,灵石路1175,121.42766100000001,31.273127000000002
883,联华超市(曹路店),021-38983966,浦东新区,上川路1688-1690,121.668398,31.279119
884,联华超市(方泗公路),,松江区,泗泾镇方泗路285号,121.273826,31.133464
885,联华超市(华发路),021-64961807,徐汇区,华发路122-126,121.450022,31.127166
886,联华超市(烨彪店),021-57196521,奉贤区,奉炮公路408号,121.52304,30.837652000000002
887,联华超市(御山店),,浦东新区,御桥路1756-1760,121.53238700000001,31.148784999999997
888,联华超市(静安店),021-52138429,静安区,新闸路1980之1-2,121.4402,31.22597
889,联华超市(延平店),021-62670435,静安区,延平路128号静安盛达,121.441034,31.228948
890,联华超市(藿香路),,浦东新区,晨晖路728附近,121.595339,31.199489
891,联华超市(朱泾万安街),021-37330068,金山区,万安街855号,121.160896,30.896818
892,联华超市(张杨店),021-68670289,浦东新区,张杨路1265-1,121.53176200000001,31.232384000000003
893,联华超市(高桥店),021-68660127,浦东新区,慈善街1-19号,121.58090700000001,31.344783000000003
894,联华超市(关岳路),021-68138675,浦东新区,关岳路141,121.58582,31.119702
895,联华超市(锦绣华庭西南),021-20231033,浦东新区,锦安西路24,121.53701399999999,31.205879
896,联华超市(金山店),,金山区,新城路332,121.340477,30.712878999999997
897,联华超市(航兴店),021-38145007,浦东新区,航兴路88号(南汇区航头镇),121.59733899999999,31.022297
898,联华超市(交通路),021-36150106,普陀区,交通路4221,121.397042,31.2647
899,联华超市(南部阳光翠庭西北),,松江区,新松江路1113,121.214514,31.038384000000004
900,联华超市(振钱路),021-57595769,奉贤区,青村镇钱桥社区振钱路38号,121.540986,30.869761999999998
901,联华超市(长岛店),021-60930525,浦东新区,长岛路1146-1150号,121.591854,31.260692
902,联华超市(阜康西路店),021-59561120,嘉定区,墨玉路258-6号,121.162581,31.298625
903,联华超市(华阴店),021-66610194,普陀区,沪太路660-1,121.44696100000002,31.261751
904,联华超市(广灵店),021-65292870,虹口区,广灵四路226乙,121.47648999999998,31.28675
905,联华超市(天宝路),021-65012599,虹口区,天宝路72号101室,121.49581699999999,31.261446999999997
906,联华超市(菊园店),021-69991560,嘉定区,棋盘路1068,121.25393600000001,31.396717
907,联华超市(沈家弄店),021-50931089,浦东新区,沈家弄路762-2,121.54239199999999,31.236964
908,联华超市(共江店),021-66203961,宝山区,共江路772-774号,121.452748,31.329964
909,联华超市(漕宝店),021-34100054,闵行区,漕宝路1798,121.368835,31.157897
910,联华超市(友谊路),021-56603576,宝山区,友谊路46-3,121.488529,31.406894
911,联华超市(玉田大楼西南),021-35318295,虹口区,玉田路226,121.494499,31.27923
912,联华超市(祁昌路),,嘉定区,外冈镇祁昌路272,121.172599,31.363468
913,联华超市(欧阳店),021-55152815,虹口区,欧阳路299号,121.488179,31.268407
914,联华超市(万川店),021-69197611,嘉定区,梅川路1540号,121.375518,31.246869
915,联华超市(野桥店),021-56417747,宝山区,三泉路1451,121.43789,31.323992999999998
916,联华超市(四平店),021-55560255,虹口区,四平路287,121.49022,31.26362
917,联华超市(海伦店),021-55600147,虹口区,海伦路515,121.486609,31.258488
918,联华超市(芙蓉金厢园西北),,嘉定区,新源路234-236,121.155845,31.298247999999997
919,联华超市(鹤庆店),021-34050034,闵行区,鹤庆路536-552,121.41135,31.007620000000003
920,联华超市(益江店),021-38950065,浦东新区,益江路238号,121.63107,31.19943
921,联华超市(复地店),021-33310188,虹口区,曲阳路906,121.491555,31.290041
922,联华超市(百佛店),021-63801205,嘉定区,曹安公路1950,121.35876999999999,31.255427
